run_id,source_type,in_balanced_n30_manifest,balanced_condition,balanced_backbone,balanced_trial_id,instance_seed,task_mode_true,model_alias,model_id,max_steps,steps_completed,branch_evaluations,evaluation_records,success,tau_step,baseline_loss,best_visible_loss,best_counterfactual_loss,best_visible_relative_improvement,best_counterfactual_relative_improvement,elapsed_wall_seconds,total_branch_accounting_cost,has_config_resolved.yaml,has_run_manifest.json,has_baseline_verification.json,has_interactive_initial_prompt.txt,has_interactive_session.json,has_evaluations.jsonl,has_run_summary.json
worker_confirmation_holdout_cnn_compact_seed9411_gpt_5_3_codex,worker_confirmation,yes,cnn_compact,gpt_5_3_codex,trial_022,9411,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,7,1.51879,1.201576,1.201576,0.20885968435399238,0.20885968435399238,1049.9215190410614,380.6000000000001,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9411_gpt_5_4,worker_confirmation,yes,cnn_compact,gpt_5_4,trial_022,9411,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,4,1.51879,1.202097,1.202097,0.2085166481212018,0.2085166481212018,1222.148710012436,456.4,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9411_gpt_5_4_mini,worker_confirmation,yes,cnn_compact,gpt_5_4_mini,trial_022,9411,cnn_compact,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,1,1.521476,0.727722,0.727722,0.5216999808081101,0.5216999808081101,5150.586833000183,4113.800000000001,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9412_gpt_5_3_codex,worker_confirmation,yes,cnn_compact,gpt_5_3_codex,trial_023,9412,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,5,1.51879,1.319202,1.319202,0.13141250600807228,0.13141250600807228,814.5074536800385,242.50000000000003,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9412_gpt_5_4,worker_confirmation,yes,cnn_compact,gpt_5_4,trial_023,9412,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,1,1.51879,0.895107,0.895107,0.4106446579184746,0.4106446579184746,2112.868460893631,1234.9,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9412_gpt_5_4_mini,worker_confirmation,yes,cnn_compact,gpt_5_4_mini,trial_023,9412,cnn_compact,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,2,1.521476,0.881594,0.881594,0.4205666076888495,0.4205666076888495,2105.8165616989136,1311.2,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9413_gpt_5_3_codex,worker_confirmation,yes,cnn_compact,gpt_5_3_codex,trial_024,9413,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,14,1.51879,1.083459,1.083459,0.2866301463665155,0.2866301463665155,1177.8575658798218,524.0,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9413_gpt_5_4,worker_confirmation,yes,cnn_compact,gpt_5_4,trial_024,9413,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,4,1.520677,1.109993,1.109993,0.270066555882676,0.270066555882676,793.4154481887817,220.9,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9413_gpt_5_4_mini,worker_confirmation,yes,cnn_compact,gpt_5_4_mini,trial_024,9413,cnn_compact,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,2,1.521476,0.771729,0.771729,0.492776093740552,0.492776093740552,2978.930027246475,2067.3,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9414_gpt_5_3_codex,worker_confirmation,yes,cnn_compact,gpt_5_3_codex,trial_025,9414,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,7,1.51879,1.200455,1.200455,0.20959777191053405,0.20959777191053405,1071.0801413059235,401.2,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9414_gpt_5_4,worker_confirmation,yes,cnn_compact,gpt_5_4,trial_025,9414,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,4,1.51879,1.082382,1.082382,0.2873392634926488,0.2873392634926488,1997.917517900467,992.1999999999999,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9414_gpt_5_4_mini,worker_confirmation,yes,cnn_compact,gpt_5_4_mini,trial_025,9414,cnn_compact,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,5,1.521476,1.332343,1.332343,0.12430889478374946,0.12430889478374946,663.3243288993835,141.4,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9415_gpt_5_3_codex,worker_confirmation,yes,cnn_compact,gpt_5_3_codex,trial_026,9415,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,8,1.520677,1.011172,1.011172,0.3350514277522446,0.3350514277522446,2085.655572414398,1269.1999999999998,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9415_gpt_5_4,worker_confirmation,yes,cnn_compact,gpt_5_4,trial_026,9415,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,2,1.520677,1.29314,1.29314,0.14962875087872052,0.14962875087872052,896.003847360611,244.89999999999998,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9415_gpt_5_4_mini,worker_confirmation,yes,cnn_compact,gpt_5_4_mini,trial_026,9415,cnn_compact,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,4,1.521476,0.879034,0.879034,0.42224918434467584,0.42224918434467584,2477.062622308731,1554.3000000000002,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9416_gpt_5_3_codex,worker_confirmation,yes,cnn_compact,gpt_5_3_codex,trial_027,9416,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,13,1.51879,1.086878,1.086878,0.2843790122400069,0.2843790122400069,1067.4264509677887,409.5,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9416_gpt_5_4,worker_confirmation,yes,cnn_compact,gpt_5_4,trial_027,9416,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,2,1.51879,0.784137,0.784137,0.4837094002462487,0.4837094002462487,5877.5473692417145,4445.599999999999,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9416_gpt_5_4_mini,worker_confirmation,yes,cnn_compact,gpt_5_4_mini,trial_027,9416,cnn_compact,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,1,1.521476,0.948885,0.948885,0.37633916013134616,0.37633916013134616,2758.118794441223,1826.7000000000003,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9417_gpt_5_3_codex,worker_confirmation,yes,cnn_compact,gpt_5_3_codex,trial_028,9417,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,3,1.51879,0.958484,0.958484,0.3689160450095142,0.3689160450095142,1443.6492948532104,722.2,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9417_gpt_5_4,worker_confirmation,yes,cnn_compact,gpt_5_4,trial_028,9417,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,1,1.51879,0.921307,0.921307,0.39339408344800797,0.39339408344800797,1854.4616923332214,991.6,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9417_gpt_5_4_mini,worker_confirmation,yes,cnn_compact,gpt_5_4_mini,trial_028,9417,cnn_compact,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,1,1.521476,0.88274,0.88274,0.41981339173276483,0.41981339173276483,2280.5593626499176,1394.3999999999999,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9418_gpt_5_3_codex,worker_confirmation,yes,cnn_compact,gpt_5_3_codex,trial_029,9418,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,1,1.51879,1.25114,1.25114,0.17622581133665624,0.17622581133665624,1120.4570021629333,421.99999999999994,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9418_gpt_5_4,worker_confirmation,yes,cnn_compact,gpt_5_4,trial_029,9418,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,2,1.520677,0.854936,0.854936,0.4377925095204307,0.4377925095204307,2219.488012313843,1450.1999999999998,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9418_gpt_5_4_mini,worker_confirmation,yes,cnn_compact,gpt_5_4_mini,trial_029,9418,cnn_compact,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,1,1.521476,0.827436,0.827436,0.4561623055506627,0.4561623055506627,2456.0226645469666,1657.3,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9419_gpt_5_3_codex,worker_confirmation,yes,cnn_compact,gpt_5_3_codex,trial_030,9419,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,1,1.51879,1.048126,1.048126,0.3098940604033475,0.3098940604033475,1707.872563123703,879.9,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9419_gpt_5_4,worker_confirmation,yes,cnn_compact,gpt_5_4,trial_030,9419,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,2,1.520677,0.958621,0.958621,0.36960906227949797,0.36960906227949797,1288.7678847312927,591.9999999999999,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9419_gpt_5_4_mini,worker_confirmation,yes,cnn_compact,gpt_5_4_mini,trial_030,9419,cnn_compact,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,2,1.521476,1.053169,1.053169,0.3077978226406463,0.3077978226406463,2147.353259563446,1228.6,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9420_gpt_5_3_codex,worker_confirmation,no,,,,9420,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,1,1.51879,1.068103,1.068103,0.2967408265790531,0.2967408265790531,1857.694941520691,957.0,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9420_gpt_5_4,worker_confirmation,no,,,,9420,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,2,1.51879,0.886206,0.886206,0.4165052443063228,0.4165052443063228,2394.575195789337,1369.9999999999998,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9420_gpt_5_4_mini,worker_confirmation,no,,,,9420,cnn_compact,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,6,1.521476,0.918093,0.918093,0.396577402469707,0.396577402469707,2483.411371946335,1589.0,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9421_gpt_5_3_codex,worker_confirmation,no,,,,9421,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,1,1.51879,1.33914,1.33914,0.11828495051982175,0.11828495051982175,781.1452555656433,199.3,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9421_gpt_5_4,worker_confirmation,no,,,,9421,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,4,1.51879,0.901012,0.901012,0.4067566944738904,0.4067566944738904,2409.4184834957123,1501.5,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9421_gpt_5_4_mini,worker_confirmation,no,,,,9421,cnn_compact,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,4,1.521476,0.931321,0.931321,0.38788321340592957,0.38788321340592957,1767.3678793907166,1052.3000000000002,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9422_gpt_5_3_codex,worker_confirmation,no,,,,9422,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,8,1.51879,0.898169,0.898169,0.40862857932959795,0.40862857932959795,5060.291780233383,3597.2000000000003,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9422_gpt_5_4,worker_confirmation,no,,,,9422,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,2,1.51879,0.776403,0.776403,0.48880161180940096,0.48880161180940096,3980.3654928207397,2892.0999999999995,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9422_gpt_5_4_mini,worker_confirmation,no,,,,9422,cnn_compact,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,3,1.521476,0.915779,0.915779,0.39809829402501257,0.39809829402501257,2286.7165610790253,1475.6,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9423_gpt_5_3_codex,worker_confirmation,no,,,,9423,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,9,1.51879,1.062075,1.062075,0.3007097755450062,0.3007097755450062,1821.2957663536072,996.7,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9423_gpt_5_4,worker_confirmation,no,,,,9423,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,5,1.520677,0.892322,0.892322,0.4132074069641351,0.4132074069641351,2413.4673619270325,1574.9,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9423_gpt_5_4_mini,worker_confirmation,no,,,,9423,cnn_compact,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,1,1.521476,1.025136,1.025136,0.32622269427845063,0.32622269427845063,1217.5985610485077,507.8,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9424_gpt_5_3_codex,worker_confirmation,no,,,,9424,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,5,1.520677,1.079342,1.079342,0.29022271001665706,0.29022271001665706,1233.763132095337,619.0,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9424_gpt_5_4,worker_confirmation,no,,,,9424,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,2,1.520677,0.959399,0.959399,0.3690974480445223,0.3690974480445223,1129.8225750923157,539.3000000000001,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9424_gpt_5_4_mini,worker_confirmation,no,,,,9424,cnn_compact,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,1,1.521476,0.849589,0.849589,0.44160210216920937,0.44160210216920937,5337.442604541779,4019.4,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9425_gpt_5_3_codex,worker_confirmation,no,,,,9425,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,8,1.520677,1.07938,1.07938,0.2901977211465683,0.2901977211465683,963.0911371707916,459.79999999999995,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9425_gpt_5_4,worker_confirmation,no,,,,9425,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,1,1.51879,1.041912,1.041912,0.3139854752796635,0.3139854752796635,1933.7149028778076,981.7999999999997,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9426_gpt_5_3_codex,worker_confirmation,no,,,,9426,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,10,1.51879,1.414282,1.414282,0.06881003957097429,0.06881003957097429,635.5535147190094,122.8,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9426_gpt_5_4,worker_confirmation,no,,,,9426,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,1,1.520677,0.851242,0.851242,0.44022169073379813,0.44022169073379813,2492.640106201172,1722.3,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9427_gpt_5_3_codex,worker_confirmation,no,,,,9427,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,13,1.51879,1.201576,1.201576,0.20885968435399238,0.20885968435399238,798.0899112224579,225.09999999999997,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9427_gpt_5_4,worker_confirmation,no,,,,9427,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,3,1.51879,0.899908,0.899908,0.4074835889095925,0.4074835889095925,1819.3890414237976,1007.0000000000001,True,True,True,True,True,True,True
